Country,Indicator,Year,Value
CAMEROON,Occupancy rate / bed-places,2018,27.44
CAMEROON,Average length of stay,2018,1.87
CAYMAN ISLANDS,Number of rooms,2018,6780.0
CAYMAN ISLANDS,Number of bed-places,2018,19957.0
CAYMAN ISLANDS,Average length of stay,2018,6.07
CENTRAL AFRICAN REPUBLIC,Number of establishments,2018,91.0
CENTRAL AFRICAN REPUBLIC,Number of rooms,2018,1307.0
CENTRAL AFRICAN REPUBLIC,Number of bed-places,2018,2736.0
CENTRAL AFRICAN REPUBLIC,Occupancy rate / rooms,2018,57.43
CENTRAL AFRICAN REPUBLIC,Average length of stay,2018,1.91
CHILE,Number of establishments,2018,8039.0
CHILE,Number of rooms,2018,120487.0
CHILE,Number of bed-places,2018,251898.0
CHILE,Occupancy rate / rooms,2018,39.79
CHILE,Occupancy rate / bed-places,2018,25.58
CHILE,Average length of stay,2018,2.03
CHINA,Number of establishments,2018,8962.0
CHINA,Number of rooms,2018,1365170.0
CHINA,Number of bed-places,2018,2318834.0
COLOMBIA,Number of establishments,2018,15530.0
COLOMBIA,Number of rooms,2018,269763.0
COLOMBIA,Number of bed-places,2018,438889.0
COLOMBIA,Occupancy rate / rooms,2018,56.7
COMOROS,Number of establishments,2018,72.0
COMOROS,Number of rooms,2018,770.0
COMOROS,Number of bed-places,2018,1540.0
COMOROS,Average length of stay,2018,7.0
CONGO,Number of establishments,2018,976.0
CONGO,Number of rooms,2018,10196.0
CONGO,Number of bed-places,2018,20205.0
CONGO,Occupancy rate / rooms,2018,14.25
CONGO,Average length of stay,2018,2.55
COSTA RICA,Number of establishments,2018,2884.0
COSTA RICA,Number of rooms,2018,49562.0
COSTA RICA,Occupancy rate / rooms,2018,67.4
COSTA RICA,Average length of stay,2018,11.7
COTE D´IVOIRE,Number of establishments,2018,2610.0
COTE D´IVOIRE,Number of rooms,2018,40748.0
COTE D´IVOIRE,Number of bed-places,2018,81496.0
COTE D´IVOIRE,Occupancy rate / rooms,2018,58.67
COTE D´IVOIRE,Average length of stay,2018,3.0
CROATIA,Number of establishments,2018,1065.0
CROATIA,Number of rooms,2018,81223.0
CROATIA,Number of bed-places,2018,169108.0
CROATIA,Occupancy rate / rooms,2018,41.3
CROATIA,Occupancy rate / bed-places,2018,41.1
CROATIA,Average length of stay,2018,3.39
CUBA,Number of establishments,2018,358.0
CUBA,Number of rooms,2018,70204.0
CUBA,Number of bed-places,2018,104757.0
CUBA,Occupancy rate / rooms,2018,49.5
CURAÇAO,Number of rooms,2018,6971.0
CURAÇAO,Occupancy rate / rooms,2018,77.8
CURAÇAO,Average length of stay,2018,7.94
CYPRUS,Number of establishments,2018,793.0
CYPRUS,Number of rooms,2018,42196.0
CYPRUS,Number of bed-places,2018,85927.0
CYPRUS,Occupancy rate / rooms,2018,71.2
CYPRUS,Occupancy rate / bed-places,2018,74.4
CYPRUS,Average length of stay,2018,5.4
CZECH REPUBLIC (CZECHIA),Number of establishments,2018,6277.0
CZECH REPUBLIC (CZECHIA),Number of rooms,2018,141450.0
CZECH REPUBLIC (CZECHIA),Number of bed-places,2018,327572.0
CZECH REPUBLIC (CZECHIA),Occupancy rate / rooms,2018,50.07
CZECH REPUBLIC (CZECHIA),Occupancy rate / bed-places,2018,49.98
CZECH REPUBLIC (CZECHIA),Average length of stay,2018,2.61
DENMARK,Number of establishments,2018,556.0
DENMARK,Number of rooms,2018,47541.0
DENMARK,Number of bed-places,2018,95253.0
DENMARK,Occupancy rate / rooms,2018,62.0
DENMARK,Occupancy rate / bed-places,2018,48.0
DJIBOUTI,Number of establishments,2018,39.0
DJIBOUTI,Number of rooms,2018,1316.0
DJIBOUTI,Number of bed-places,2018,2111.0
DJIBOUTI,Occupancy rate / rooms,2018,35.61
DJIBOUTI,Occupancy rate / bed-places,2018,22.58
DOMINICA,Number of establishments,2018,47.0
DOMINICA,Number of rooms,2018,525.0
DOMINICA,Occupancy rate / rooms,2018,61.0
DOMINICA,Average length of stay,2018,11.58
DOMINICAN REPUBLIC,Number of establishments,2018,876.0
DOMINICAN REPUBLIC,Number of rooms,2018,83526.0
DOMINICAN REPUBLIC,Number of bed-places,2018,241578.0
DOMINICAN REPUBLIC,Occupancy rate / rooms,2018,77.5
DOMINICAN REPUBLIC,Average length of stay,2018,8.37
ECUADOR,Number of establishments,2018,4130.0
ECUADOR,Number of rooms,2018,80626.0
ECUADOR,Number of bed-places,2018,180617.0
EGYPT,Number of establishments,2018,1243.0
EGYPT,Number of rooms,2018,210450.0
EGYPT,Number of bed-places,2018,420900.0
EGYPT,Occupancy rate / rooms,2018,50.0
EL SALVADOR,Number of establishments,2018,578.0
EL SALVADOR,Number of rooms,2018,9518.0
EL SALVADOR,Number of bed-places,2018,16740.0
EL SALVADOR,Occupancy rate / bed-places,2018,61.0
EL SALVADOR,Average length of stay,2018,7.5
ESTONIA,Number of establishments,2018,418.0
ESTONIA,Number of rooms,2018,16084.0
ESTONIA,Number of bed-places,2018,34108.0
ESTONIA,Occupancy rate / rooms,2018,55.98
ESTONIA,Occupancy rate / bed-places,2018,47.4
ESTONIA,Average length of stay,2018,1.77
ESWATINI,Number of establishments,2018,152.0
ESWATINI,Number of rooms,2018,3075.0
ESWATINI,Number of bed-places,2018,6365.0
ESWATINI,Occupancy rate / rooms,2018,40.52
ESWATINI,Occupancy rate / bed-places,2018,27.15
ESWATINI,Average length of stay,2018,0.96
ETHIOPIA,Number of establishments,2018,1216.0
ETHIOPIA,Number of rooms,2018,41970.0
ETHIOPIA,Number of bed-places,2018,53675.0
FIJI,Number of rooms,2018,10012.0
FIJI,Number of bed-places,2018,22308.0
FIJI,Occupancy rate / rooms,2018,53.9
FIJI,Occupancy rate / bed-places,2018,49.0
FINLAND,Number of establishments,2018,788.0
FINLAND,Number of rooms,2018,59882.0
FINLAND,Number of bed-places,2018,132740.0
FINLAND,Occupancy rate / rooms,2018,54.28
FINLAND,Occupancy rate / bed-places,2018,41.14
FINLAND,Average length of stay,2018,1.74
FRANCE,Number of establishments,2018,17960.0
FRANCE,Number of rooms,2018,654478.0
FRANCE,Number of bed-places,2018,1308956.0
FRANCE,Occupancy rate / rooms,2018,62.2
FRANCE,Average length of stay,2018,1.77
FRENCH GUIANA,Number of establishments,2018,29.0
FRENCH GUIANA,Number of rooms,2018,1516.0
FRENCH GUIANA,Occupancy rate / rooms,2018,57.55
FRENCH GUIANA,Average length of stay,2018,2.5
FRENCH POLYNESIA,Number of establishments,2018,328.0
FRENCH POLYNESIA,Number of rooms,2018,4028.0
FRENCH POLYNESIA,Number of bed-places,2018,10533.0
FRENCH POLYNESIA,Occupancy rate / rooms,2018,68.7
FRENCH POLYNESIA,Average length of stay,2018,13.8
GAMBIA,Number of establishments,2018,47.0
GAMBIA,Number of rooms,2018,3886.0
GAMBIA,Number of bed-places,2018,7366.0
GEORGIA,Number of establishments,2018,1639.0
GEORGIA,Number of rooms,2018,33186.0
GEORGIA,Number of bed-places,2018,72621.0
GEORGIA,Occupancy rate / rooms,2018,63.3
GERMANY,Number of establishments,2018,31842.0
GERMANY,Number of rooms,2018,976515.0
GERMANY,Number of bed-places,2018,1911311.0
GERMANY,Occupancy rate / rooms,2018,62.7
GERMANY,Occupancy rate / bed-places,2018,45.44
GERMANY,Average length of stay,2018,2.1
GHANA,Number of establishments,2018,3454.0
GHANA,Number of rooms,2018,53102.0
GHANA,Number of bed-places,2018,57415.0
GHANA,Average length of stay,2018,15.0
GREECE,Number of establishments,2018,9873.0
GREECE,Number of rooms,2018,425973.0
GREECE,Number of bed-places,2018,835773.0
GREECE,Occupancy rate / bed-places,2018,50.6
GREECE,Average length of stay,2018,4.26
GRENADA,Number of establishments,2018,93.0
GRENADA,Number of rooms,2018,2242.0
GRENADA,Number of bed-places,2018,3239.0
GRENADA,Occupancy rate / rooms,2018,63.92
GRENADA,Average length of stay,2018,9.12
GUAM,Number of rooms,2018,8883.0
GUAM,Occupancy rate / rooms,2018,86.5
GUATEMALA,Number of establishments,2018,3315.0
GUATEMALA,Number of rooms,2018,55735.0
GUATEMALA,Number of bed-places,2018,149918.0
GUATEMALA,Occupancy rate / rooms,2018,63.11
GUYANA,Number of rooms,2018,3623.0
HONDURAS,Number of establishments,2018,1178.0
HONDURAS,Number of rooms,2018,24169.0
"HONG KONG, CHINA",Number of establishments,2018,1798.0
"HONG KONG, CHINA",Number of rooms,2018,93991.0
"HONG KONG, CHINA",Occupancy rate / rooms,2018,91.0
HUNGARY,Number of establishments,2018,2357.0
HUNGARY,Number of rooms,2018,74956.0
HUNGARY,Number of bed-places,2018,183557.0
HUNGARY,Occupancy rate / rooms,2018,56.3
HUNGARY,Occupancy rate / bed-places,2018,41.5
HUNGARY,Average length of stay,2018,2.37
ICELAND,Number of establishments,2018,420.0
ICELAND,Number of rooms,2018,15276.0
ICELAND,Number of bed-places,2018,32321.0
ICELAND,Occupancy rate / rooms,2018,62.2
ICELAND,Occupancy rate / bed-places,2018,54.66
ICELAND,Average length of stay,2018,1.64
INDONESIA,Number of establishments,2018,28230.0
INDONESIA,Number of rooms,2018,650163.0
INDONESIA,Number of bed-places,2018,1044312.0
INDONESIA,Occupancy rate / rooms,2018,58.75
INDONESIA,Occupancy rate / bed-places,2018,68.61
INDONESIA,Average length of stay,2018,1.98
"IRAN, ISLAMIC REPUBLIC OF",Number of establishments,2018,8409.0
"IRAN, ISLAMIC REPUBLIC OF",Number of rooms,2018,133508.0
"IRAN, ISLAMIC REPUBLIC OF",Number of bed-places,2018,323563.0
IRELAND,Number of establishments,2018,1992.0
IRELAND,Number of rooms,2018,64532.0
IRELAND,Number of bed-places,2018,158511.0
IRELAND,Occupancy rate / rooms,2018,72.0
IRELAND,Occupancy rate / bed-places,2018,54.0
ISRAEL,Number of establishments,2018,419.0
ISRAEL,Number of rooms,2018,54400.0
ISRAEL,Number of bed-places,2018,136022.0
ISRAEL,Occupancy rate / rooms,2018,68.0
ISRAEL,Occupancy rate / bed-places,2018,55.0
ISRAEL,Average length of stay,2018,2.4
ITALY,Number of establishments,2018,32896.0
ITALY,Number of rooms,2018,1091180.0
ITALY,Number of bed-places,2018,2260190.0
ITALY,Occupancy rate / rooms,2018,53.5
ITALY,Occupancy rate / bed-places,2018,48.25
ITALY,Average length of stay,2018,2.89
JAMAICA,Number of establishments,2018,1084.0
JAMAICA,Number of rooms,2018,29635.0
JAMAICA,Number of bed-places,2018,59196.0
JAMAICA,Occupancy rate / rooms,2018,66.9
JAMAICA,Occupancy rate / bed-places,2018,65.1
JAMAICA,Average length of stay,2018,6.2
JAPAN,Number of establishments,2018,53720.0
JAPAN,Number of rooms,2018,1491825.0
JAPAN,Number of bed-places,2018,3612688.0
JAPAN,Occupancy rate / rooms,2018,61.2
JAPAN,Occupancy rate / bed-places,2018,40.8
JAPAN,Average length of stay,2018,1.33
JORDAN,Number of establishments,2018,565.0
JORDAN,Number of rooms,2018,33802.0
JORDAN,Number of bed-places,2018,54050.0
JORDAN,Occupancy rate / rooms,2018,44.2
JORDAN,Occupancy rate / bed-places,2018,45.2
KAZAKHSTAN,Number of establishments,2018,3322.0
KAZAKHSTAN,Number of rooms,2018,71858.0
KAZAKHSTAN,Number of bed-places,2018,168603.0
KAZAKHSTAN,Occupancy rate / bed-places,2018,23.2
KENYA,Occupancy rate / rooms,2018,32.5
KENYA,Occupancy rate / bed-places,2018,32.5
KIRIBATI,Number of establishments,2018,31.0
KIRIBATI,Number of rooms,2018,322.0
KIRIBATI,Number of bed-places,2018,627.0
"KOREA, REPUBLIC OF",Number of establishments,2018,2111.0
"KOREA, REPUBLIC OF",Number of rooms,2018,200509.0
"KOREA, REPUBLIC OF",Occupancy rate / rooms,2018,62.44
KUWAIT,Number of establishments,2018,85.0
KUWAIT,Number of rooms,2018,7503.0
KUWAIT,Number of bed-places,2018,14218.0
KYRGYZSTAN,Number of establishments,2018,194.0
KYRGYZSTAN,Number of rooms,2018,4588.0
KYRGYZSTAN,Number of bed-places,2018,7600.0
KYRGYZSTAN,Occupancy rate / bed-places,2018,17.6
LAO PEOPLE´S DEMOCRATIC REPUBLIC,Number of establishments,2018,3102.0
LAO PEOPLE´S DEMOCRATIC REPUBLIC,Number of rooms,2018,56825.0
LAO PEOPLE´S DEMOCRATIC REPUBLIC,Number of bed-places,2018,74526.0
LAO PEOPLE´S DEMOCRATIC REPUBLIC,Occupancy rate / bed-places,2018,53.0
LATVIA,Number of establishments,2018,318.0
LATVIA,Number of rooms,2018,12543.0
LATVIA,Number of bed-places,2018,25501.0
LATVIA,Occupancy rate / rooms,2018,49.9
LATVIA,Occupancy rate / bed-places,2018,44.6
LATVIA,Average length of stay,2018,1.77
LEBANON,Number of establishments,2018,582.0
LEBANON,Number of rooms,2018,34163.0
LEBANON,Number of bed-places,2018,126494.0
LEBANON,Occupancy rate / rooms,2018,28.31
LEBANON,Occupancy rate / bed-places,2018,30.57
LEBANON,Average length of stay,2018,3.18
LESOTHO,Number of establishments,2018,177.0
LESOTHO,Number of rooms,2018,3350.0
LESOTHO,Number of bed-places,2018,6251.0
LESOTHO,Occupancy rate / bed-places,2018,19.8
LIECHTENSTEIN,Number of establishments,2018,32.0
LIECHTENSTEIN,Number of rooms,2018,605.0
LIECHTENSTEIN,Number of bed-places,2018,1302.0
LIECHTENSTEIN,Occupancy rate / rooms,2018,42.13
LIECHTENSTEIN,Occupancy rate / bed-places,2018,28.71
LIECHTENSTEIN,Average length of stay,2018,1.86
LITHUANIA,Number of establishments,2018,387.0
LITHUANIA,Number of rooms,2018,14944.0
LITHUANIA,Number of bed-places,2018,30900.0
LITHUANIA,Occupancy rate / rooms,2018,55.2
LITHUANIA,Occupancy rate / bed-places,2018,42.7
LITHUANIA,Average length of stay,2018,1.91
LUXEMBOURG,Number of establishments,2018,227.0
LUXEMBOURG,Number of rooms,2018,7484.0
LUXEMBOURG,Number of bed-places,2018,15446.0
LUXEMBOURG,Occupancy rate / rooms,2018,45.38
LUXEMBOURG,Occupancy rate / bed-places,2018,31.33
LUXEMBOURG,Average length of stay,2018,1.9
"MACAO, CHINA",Number of establishments,2018,116.0
"MACAO, CHINA",Number of rooms,2018,38809.0
"MACAO, CHINA",Number of bed-places,2018,103272.0
"MACAO, CHINA",Occupancy rate / rooms,2018,91.05
"MACAO, CHINA",Occupancy rate / bed-places,2018,54.76
"MACAO, CHINA",Average length of stay,2018,1.52
MADAGASCAR,Number of establishments,2018,3078.0
MADAGASCAR,Number of rooms,2018,28170.0
MADAGASCAR,Number of bed-places,2018,49702.0
MADAGASCAR,Occupancy rate / rooms,2018,0.54
MADAGASCAR,Occupancy rate / bed-places,2018,0.57
MADAGASCAR,Average length of stay,2018,21.0
MALAWI,Average length of stay,2018,10.8
MALAYSIA,Number of establishments,2018,4750.0
MALAYSIA,Number of rooms,2018,308207.0
MALAYSIA,Occupancy rate / rooms,2018,60.8
MALDIVES,Number of establishments,2018,813.0
MALDIVES,Number of rooms,2018,21885.0
MALDIVES,Number of bed-places,2018,43770.0
MALDIVES,Occupancy rate / bed-places,2018,62.1
MALDIVES,Average length of stay,2018,6.4
MALI,Number of establishments,2018,765.0
MALI,Number of rooms,2018,11567.0
MALI,Number of bed-places,2018,17764.0
MALTA,Number of establishments,2018,234.0
MALTA,Number of rooms,2018,19057.0
MALTA,Number of bed-places,2018,38158.0
MALTA,Occupancy rate / bed-places,2018,67.6
MALTA,Average length of stay,2018,6.1
MARTINIQUE,Number of establishments,2018,162.0
MARTINIQUE,Number of rooms,2018,4481.0
MARTINIQUE,Number of bed-places,2018,7897.0
MARTINIQUE,Occupancy rate / rooms,2018,60.1
MARTINIQUE,Average length of stay,2018,7.0
MAURITIUS,Number of establishments,2018,113.0
MAURITIUS,Number of rooms,2018,13574.0
MAURITIUS,Number of bed-places,2018,30427.0
MAURITIUS,Occupancy rate / rooms,2018,75.0
MAURITIUS,Occupancy rate / bed-places,2018,67.0
MEXICO,Number of establishments,2018,22560.0
MEXICO,Number of rooms,2018,808160.0
MEXICO,Number of bed-places,2018,1616320.0
MEXICO,Occupancy rate / rooms,2018,56.89
MEXICO,Average length of stay,2018,3.44
"MOLDOVA, REPUBLIC OF",Number of establishments,2018,143.0
"MOLDOVA, REPUBLIC OF",Number of rooms,2018,3459.0
"MOLDOVA, REPUBLIC OF",Number of bed-places,2018,6882.0
"MOLDOVA, REPUBLIC OF",Occupancy rate / bed-places,2018,25.12
"MOLDOVA, REPUBLIC OF",Average length of stay,2018,2.44
MONACO,Number of establishments,2018,12.0
MONACO,Number of rooms,2018,2387.0
MONACO,Number of bed-places,2018,5104.0
MONACO,Occupancy rate / rooms,2018,64.3
MONACO,Average length of stay,2018,2.46
MONGOLIA,Number of establishments,2018,374.0
MONGOLIA,Number of rooms,2018,8215.0
MONTENEGRO,Number of establishments,2018,345.0
MONTENEGRO,Number of rooms,2018,16939.0
MONTENEGRO,Number of bed-places,2018,39697.0
MONTENEGRO,Occupancy rate / bed-places,2018,26.07
MOROCCO,Number of establishments,2018,4073.0
MOROCCO,Number of rooms,2018,123814.0
MOROCCO,Number of bed-places,2018,261866.0
MOROCCO,Occupancy rate / rooms,2018,46.0
MOROCCO,Occupancy rate / bed-places,2018,38.0
MOROCCO,Average length of stay,2018,2.79
MOZAMBIQUE,Number of establishments,2018,2188.0
MOZAMBIQUE,Number of rooms,2018,35331.0
MOZAMBIQUE,Number of bed-places,2018,57995.0
MOZAMBIQUE,Occupancy rate / bed-places,2018,21.3
MOZAMBIQUE,Average length of stay,2018,1.85
MYANMAR,Number of establishments,2018,1704.0
MYANMAR,Number of rooms,2018,68167.0
MYANMAR,Number of bed-places,2018,136334.0
NAMIBIA,Number of establishments,2018,2233.0
NAMIBIA,Number of rooms,2018,25706.0
NEPAL,Number of establishments,2018,1254.0
NEPAL,Number of bed-places,2018,40856.0
NEPAL,Average length of stay,2018,12.4
NETHERLANDS,Number of establishments,2018,3760.0
NETHERLANDS,Number of rooms,2018,131903.0
NETHERLANDS,Number of bed-places,2018,286069.0
NETHERLANDS,Occupancy rate / bed-places,2018,50.0
NETHERLANDS,Average length of stay,2018,1.74
NEW ZEALAND,Number of establishments,2018,2651.0
NEW ZEALAND,Number of rooms,2018,90723.0
NEW ZEALAND,Occupancy rate / rooms,2018,59.0
NEW ZEALAND,Average length of stay,2018,1.9
NICARAGUA,Number of establishments,2018,1114.0
NICARAGUA,Number of rooms,2018,15249.0
NICARAGUA,Number of bed-places,2018,25920.0
NICARAGUA,Occupancy rate / rooms,2018,41.47
NICARAGUA,Average length of stay,2018,2.0
NIGER,Number of establishments,2018,176.0
NIGER,Number of rooms,2018,3557.0
NIGER,Number of bed-places,2018,4204.0
NIGER,Occupancy rate / rooms,2018,51.08
NIGER,Occupancy rate / bed-places,2018,43.22
NIGER,Average length of stay,2018,2.0
NIGERIA,Number of establishments,2018,28843.0
NIGERIA,Number of bed-places,2018,652771.0
NIGERIA,Average length of stay,2018,6.0
NORTH MACEDONIA,Number of establishments,2018,302.0
NORTH MACEDONIA,Number of rooms,2018,10368.0
NORTH MACEDONIA,Number of bed-places,2018,23146.0
NORTH MACEDONIA,Occupancy rate / rooms,2018,42.73
NORTH MACEDONIA,Occupancy rate / bed-places,2018,26.4
NORTH MACEDONIA,Average length of stay,2018,2.82
NORTHERN MARIANA ISLANDS,Number of establishments,2018,53.0
NORTHERN MARIANA ISLANDS,Number of rooms,2018,3843.0
NORTHERN MARIANA ISLANDS,Occupancy rate / rooms,2018,82.14
NORWAY,Number of establishments,2018,1031.0
NORWAY,Number of rooms,2018,89815.0
NORWAY,Number of bed-places,2018,202625.0
NORWAY,Occupancy rate / rooms,2018,55.3
NORWAY,Occupancy rate / bed-places,2018,38.7
NORWAY,Average length of stay,2018,1.63
OMAN,Number of establishments,2018,412.0
OMAN,Number of rooms,2018,22182.0
OMAN,Number of bed-places,2018,31788.0
OMAN,Occupancy rate / rooms,2018,38.42
PALAU,Number of rooms,2018,2372.0
PANAMA,Number of establishments,2018,871.0
PANAMA,Number of rooms,2018,32721.0
PANAMA,Number of bed-places,2018,65442.0
PANAMA,Occupancy rate / rooms,2018,44.9
PANAMA,Average length of stay,2018,3.7
PARAGUAY,Number of establishments,2018,970.0
PARAGUAY,Number of rooms,2018,16576.0
PARAGUAY,Number of bed-places,2018,35238.0
PARAGUAY,Occupancy rate / bed-places,2018,60.0
PARAGUAY,Average length of stay,2018,3.5
PERU,Number of establishments,2018,22115.0
PERU,Number of rooms,2018,296748.0
PERU,Number of bed-places,2018,516245.0
PERU,Occupancy rate / rooms,2018,27.12
PERU,Occupancy rate / bed-places,2018,39.18
PERU,Average length of stay,2018,1.33
PHILIPPINES,Number of establishments,2018,2018.0
PHILIPPINES,Number of rooms,2018,102752.0
PHILIPPINES,Number of bed-places,2018,205504.0
PHILIPPINES,Occupancy rate / bed-places,2018,65.41
PHILIPPINES,Average length of stay,2018,2.26
POLAND,Number of establishments,2018,4179.0
POLAND,Number of rooms,2018,170640.0
POLAND,Number of bed-places,2018,353785.0
POLAND,Occupancy rate / rooms,2018,49.8
POLAND,Occupancy rate / bed-places,2018,40.1
POLAND,Average length of stay,2018,2.62
PORTUGAL,Number of establishments,2018,6866.0
PORTUGAL,Number of rooms,2018,184428.0
PORTUGAL,Number of bed-places,2018,423138.0
PORTUGAL,Occupancy rate / rooms,2018,65.08
PORTUGAL,Occupancy rate / bed-places,2018,52.74
PORTUGAL,Average length of stay,2018,3.27
PUERTO RICO,Number of establishments,2018,147.0
PUERTO RICO,Number of rooms,2018,15135.0
PUERTO RICO,Occupancy rate / rooms,2018,76.53
PUERTO RICO,Average length of stay,2018,3.37
QATAR,Number of establishments,2018,124.0
QATAR,Number of rooms,2018,28917.0
QATAR,Occupancy rate / rooms,2018,61.0
QATAR,Average length of stay,2018,3.78
REUNION,Number of establishments,2018,74.0
REUNION,Number of rooms,2018,2795.0
REUNION,Number of bed-places,2018,6491.0
REUNION,Occupancy rate / rooms,2018,66.38
REUNION,Average length of stay,2018,9.0
ROMANIA,Number of establishments,2018,7656.0
ROMANIA,Number of rooms,2018,153081.0
ROMANIA,Number of bed-places,2018,328297.0
ROMANIA,Average length of stay,2018,2.2
RUSSIAN FEDERATION,Number of establishments,2018,21300.0
